"","species_code","species_common","species_scientific","source_document","year_start","year_end","year_published","year_internal","pacfin_spid_code","comments","fish_ticket_report_names","akfin_load_date","tsn"
"237","234","herring, with sac roe","Clupea pallasi","AFS Fishes, 5th ed, 1991","1986","1999","1969",NA,NA,NA,NA,2023-01-14 08:00:24,NA
"238","235","herring, food","Clupea pallasi","AFS Fishes, 5th ed, 1991","1985",NA,"1969",NA,NA,"Documented as bycatch to groundfish fishery",NA,2023-01-14 08:00:24,NA
"239","250","tomcod, Pacific","Microgadus proximus","AFS Fishes, 5th ed, 1991","1979",NA,"1978",NA,NA,NA,NA,2023-01-14 08:00:24,"164719"
"240","260","Pacific flatnose","Antimora microlepis","AFS Fishes, 5th ed, 1991","1981",NA,"1978",NA,NA,"Prior to 1999 common name documented as longfin cod",NA,2023-01-14 08:00:24,"164673"
"241","270","pollock, walleye","Theragra chalcogramma","AFS Fishes, 5th ed, 1991","1969",NA,"1969",NA,"PLCK",NA,NA,2023-01-14 08:00:24,NA
"242","310","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"243","311","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"244","312","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"245","313","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"246","314","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"247","315","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"248","316","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"249","317","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"250","318","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"251","319","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"252","320","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"253","321","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"254","322","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"255","323","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"256","324","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"257","325","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"258","326","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"259","327","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"260","328","Macroalgae Codes","reserved",NA,NA,NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,NA
"261","185","rockfish, aurora","Seabastes aurora","AFS Fishes, 5th ed, 1991","1996",NA,"1996",NA,"ARRA",NA,"Rockfish        ",2023-01-14 08:00:24,NA
"262","190","greenling, general","genus Hexagrammidae","AFS Fishes, 5th ed, 1991","1979",NA,"1979",NA,NA,NA,NA,2023-01-14 08:00:24,NA
"263","191","greenling, rock","Hexagrammos  lagocephalus","AFS Fishes, 5th ed, 1991","1979",NA,"1979",NA,"RCKG",NA,NA,2023-01-14 08:00:24,NA
"264","192","greenling, whitespot","Hexagrammos stelleri","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,NA,NA,NA,2023-01-14 08:00:24,"167113"
"265","193","greenling, atka mackerel","Pleurogrammus monopterygius","AFS Fishes, 5th ed, 1991","1979",NA,"1979",NA,"AMCK",NA,NA,2023-01-14 08:00:24,"167120"
"266","194","greenling, kelp","Hexagrammos decagrammus","AFS Fishes, 5th ed, 1991","1989",NA,"1969",NA,"KLPG",NA,NA,2023-01-14 08:00:24,"167110"
"267","200","halibut, Pacific","Hippoglossus stenolepis","AFS Fishes, 5th ed, 1991","1969",NA,"1969",NA,"PHLB",NA,"Halibut         ",2023-01-14 08:00:24,"172932"
"268","206","Pacific sand fish","family Trichodontidae","AFS Fishes, 5th ed, 1991","1999",NA,"1999",NA,NA,"Forage fish group",NA,2023-01-14 08:00:24,NA
"269","207","gunnels","family Pholidae","AFS Fishes, 5th ed, 1991","1999",NA,"1999",NA,NA,"Forage fish group",NA,2023-01-14 08:00:24,NA
"270","208","prickleback, warbonnet, ellblenny, cockscome, shanny","family Stichaeidae","AFS Fishes, 5th ed, 1991","1999",NA,"1999",NA,NA,"Forage fish group",NA,2023-01-14 08:00:24,NA
"271","209","bristlemouth, lightfish, anglemouth","family Gonostomatidae","AFS Fishes, 5th ed, 1991","1999",NA,"1999",NA,NA,"Forage fish group",NA,2023-01-14 08:00:24,NA
"272","210","eels or eel-like fish","Multiple Families","AFS Fishes, 5th ed, 1991","1979",NA,"1979",NA,"EELS",NA,NA,2023-01-14 08:00:24,NA
"273","211","wrymouths","family Cryptacanthodidae","AFS Fishes, 5th ed, 1991","1983",NA,"1979",NA,NA,NA,NA,2023-01-14 08:00:24,NA
"274","212","hagfish, Pacific","Eptatretus stouti","AFS Fishes, 5th ed, 1991","1989",NA,"1982",NA,"UHAG",NA,NA,2023-01-14 08:00:24,NA
"275","213","grenadier (rattail)","family Macrouridae","AFS Fishes, 5th ed, 1991","1990",NA,"1982",NA,"GRDR",NA,NA,2023-01-14 08:00:24,NA
"276","214","grenadier, giant","Albatrossia pectoralis","AFS Fishes, 5th ed, 1991","1999",NA,"1999",NA,NA,NA,NA,2023-01-14 08:00:24,"165427"
"277","215","prowfish","Zaprora silenus","AFS Fishes, 5th ed, 1991","2000",NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,"171659"
"278","216","lumpsucker, smooth","Aptocyclus ventricosus","AFS Fishes, 5th ed, 1991","2000",NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,"167485"
"279","167","rockfish, blue","Sebastes mystinus","AFS Fishes, 5th ed, 1991","1992",NA,"1979","1999","BLUR",NA,"Rockfish        ",2023-01-14 08:00:24,"166730"
"280","168","rockfish, unspecified demersal",NA,NA,"1985",NA,NA,"1989","UDSR","NMFS group code - State requires individual rockfish identification/documentation on fish tickets.      DSR assemblage - as defined by Region I.","Rockfish        ",2023-01-14 08:00:24,NA
"281","169","rockfish, unspecified pelagic",NA,NA,"1988",NA,NA,"1989","UPLG","NMFS group code - State requires individual rockfish identific","Rockfish        ",2023-01-14 08:00:24,NA
"282","170","sardine, Pacific (pilchard)","Sardinops sagax","AFS Fishes, 5th ed, 1991","1983",NA,"1983",NA,"PSDN",NA,NA,2023-01-14 08:00:24,"161729"
"283","171","rockfish, shortraker/rougheye","Sebastes aleutianus/Sebastes borealis group code",NA,"1991",NA,NA,"1988","UDW1","NMFS group code - State requires individual rockfish identification/documentation on fish tickets.","Rockfish        ",2023-01-14 08:00:24,NA
"284","175","rockfish, yellowmouth","Sebastes reedi","AFS Fishes, 5th ed, 1991","1988",NA,"1969",NA,"YMTH",NA,"Rockfish        ",2023-01-14 08:00:24,"166737"
"285","176","rockfish, harlequin","Sebastes variegatus","AFS Fishes, 5th ed, 1991","1993",NA,"1993",NA,"HLQN",NA,"Rockfish        ",2023-01-14 08:00:24,"166742"
"286","177","rockfish, blackgill","Sebastes melanostomus","AFS Fishes, 5th ed, 1991","1995",NA,"1993",NA,"BLGL",NA,"Rockfish        ",2023-01-14 08:00:24,"166728"
"287","178","rockfish, chilipepper","Sebastes goodei","AFS Fishes, 5th ed, 1991","1999",NA,"1999",NA,"CLPR",NA,"Rockfish        ",2023-01-14 08:00:24,"166722"
"288","179","rockfish, pygmy","Sebastes wilsoni","AFS Fishes, 5th ed, 1991","1999",NA,"1999",NA,"PGMY",NA,"Rockfish        ",2023-01-14 08:00:24,"166743"
"289","180","shad, American","Alosa sapidissima","AFS Fishes, 5th ed, 1991","1995",NA,"1969",NA,"SHAD",NA,NA,2023-01-14 08:00:24,"161702"
"290","181","rockfish, shortbelly","Sebastes jordani","AFS Fishes, 5th ed, 1991","1995",NA,"1993",NA,"SBLY",NA,"Rockfish        ",2023-01-14 08:00:24,"166725"
"291","183","rockfish, stripetail","Sebastes saxicola","AFS Fishes, 5th ed, 1991","1999",NA,"1999",NA,"STRK",NA,"Rockfish        ",2023-01-14 08:00:24,"166741"
"292","184","rockfish, vermilion","Sebastes miniatus","AFS Fishes, 5th ed, 1991","1994",NA,"1993",NA,"VRML",NA,"Rockfish        ",2023-01-14 08:00:24,"166729"
"293","148","rockfish, tiger","Sebastes nigrocinctus","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"TIGR",NA,"Rockfish        ",2023-01-14 08:00:24,"166732"
"294","149","rockfish, china","Sebastes nebulosus","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"CHNA",NA,"Rockfish        ",2023-01-14 08:00:24,"166731"
"295","150","rockfish, rosethorn","Sebastes helvomaculatus","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"RSTN",NA,"Rockfish        ",2023-01-14 08:00:24,"166723"
"296","151","rockfish, rougheye","Sebastes aleutianus","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"REYE",NA,"Rockfish        ",2023-01-14 08:00:24,"166706"
"297","152","rockfish, shortraker","Sebastes borealis","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"SRKR",NA,"Rockfish        ",2023-01-14 08:00:24,"166712"
"298","153","rockfish, redbanded","Sebastes babcocki","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"RDBD",NA,"Rockfish        ",2023-01-14 08:00:24,"166710"
"299","154","rockfish, dusky","Sebastes ciliatus","AFS Fishes, 5th ed, 1991","1984","2007","1969",NA,"DUSK",NA,"Rockfish        ",2023-01-14 08:00:24,"166714"
"300","154","rockfish, dusky","Sebastes ciliatus","AFS Fishes, 5th ed, 1991","1984","2007","1969",NA,"DUSK",NA,"Rockfish        ",2023-01-14 08:00:24,"166714"
"301","155","rockfish, yellowtail","Sebastes flavidus","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"YTRK",NA,"Rockfish        ",2023-01-14 08:00:24,"166720"
"302","156","rockfish, widow","Sebastes entomelas","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"WDOW",NA,"Rockfish        ",2023-01-14 08:00:24,"166719"
"303","157","rockfish, silvergray","Sebastes brevispinis","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"SLGR",NA,"Rockfish        ",2023-01-14 08:00:24,"166711"
"304","158","rockfish, redstripe","Sebastes proriger","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"REDS",NA,"Rockfish        ",2023-01-14 08:00:24,"166736"
"305","159","rockfish, darkblotched","Sebastes crameri","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"DBRK",NA,"Rockfish        ",2023-01-14 08:00:24,"166715"
"306","160","sculpin, general","family Cottidae","AFS Fishes, 5th ed, 1991","1969",NA,"1969",NA,"SCLP",NA,NA,2023-01-14 08:00:24,NA
"307","161","sculpin, coastrange","Cottus aleuticus","AFS Fishes, 5th ed, 1991","1989",NA,"1979","1999",NA,NA,NA,2023-01-14 08:00:24,"167230"
"308","162","sculpin, slimy","Cottus cognatus","AFS Fishes, 5th ed, 1991","1989",NA,"1979","1999",NA,NA,NA,2023-01-14 08:00:24,"167232"
"309","163","sculpin, fourhorn","Myoxocephalus quadricornis","AFS Fishes, 5th ed, 1991","1989",NA,"1979","1999",NA,NA,NA,2023-01-14 08:00:24,"167316"
"310","164","sculpin, prickly","Cottus asper","AFS Fishes, 5th ed, 1991","1989",NA,"1979","1999",NA,NA,NA,2023-01-14 08:00:24,"167233"
"311","165","sculpin, riffle","Cottus gulosus","AFS Fishes, 5th ed, 1991","1989",NA,"1979","1999",NA,NA,NA,2023-01-14 08:00:24,"167234"
"312","166","rockfish, sharpchin","Sebastes zacentrus","AFS Fishes, 5th ed, 1991","1990",NA,"1979","1999","SHRP",NA,"Rockfish        ",2023-01-14 08:00:24,"166744"
"313","132","sole, sand","Psettichthys melanostictus","AFS Fishes, 5th ed, 1991","1977",NA,"1977",NA,"SSOL",NA,NA,2023-01-14 08:00:24,"172928"
"314","133","flounder, Alaska plaice","Pleuronectes quadrituberculatus","AFS Fishes, 5th ed, 1991","1978",NA,"1978",NA,"APLC",NA,NA,2023-01-14 08:00:24,"172901"
"315","134","turbot, Greenland","Reinhardtius hippoglossoides","AFS Fishes, 5th ed, 1991","1984",NA,"1977",NA,"GTRB",NA,NA,2023-01-14 08:00:24,"172930"
"316","135","rockfish, greenstripe","Sebastes elongatus","AFS Fishes, 5th ed, 1991","1989",NA,"1969",NA,"GSRK",NA,"Rockfish        ",2023-01-14 08:00:24,"166717"
"317","136","rockfish, northern","Sebastes polyspinis","AFS Fishes, 5th ed, 1991","1987",NA,"1969",NA,"NRCK",NA,"Rockfish        ",2023-01-14 08:00:24,"166735"
"318","137","rockfish, bocaccio","Sebastes paucispinis","AFS Fishes, 5th ed, 1991","1986",NA,"1969",NA,"BCAC",NA,"Rockfish        ",2023-01-14 08:00:24,"166733"
"319","138","rockfish, copper","Sebastes caurinus","AFS Fishes, 5th ed, 1991","1985",NA,"1969",NA,"COPP",NA,"Rockfish        ",2023-01-14 08:00:24,"166713"
"320","139","rockfish, other","Sebastes unspecified","AFS Fishes, 5th ed, 1991","1969","1999","1969",NA,"URCK",NA,"Rockfish        ",2023-01-14 08:00:24,NA
"321","140","rockfish, red","genus Sebastes - species undetermined","AFS Fishes, 5th ed, 1991","1984","1999","1969",NA,"RCK4",NA,"Rockfish        ",2023-01-14 08:00:24,NA
"322","141","perch, Pacific ocean","Sebastes alutus","AFS Fishes, 5th ed, 1991","1977",NA,"1977",NA,"POP ",NA,"Rockfish        ",2023-01-14 08:00:24,"166707"
"323","142","rockfish, black","Sebastes melanops","AFS Fishes, 5th ed, 1991","1983",NA,"1969",NA,"BLCK",NA,"Rockfish        ",2023-01-14 08:00:24,"166727"
"324","143","rockfish, thornyhead (idiots)","genus Sebastolobus","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"THDS",NA,"Rockfish        ",2023-01-14 08:00:24,NA
"325","144","rockfish, unspecified slope",NA,NA,"1987",NA,NA,"1989","USLR","NMFS group code - State requires individual rockfish identification/documentation on fish tickets.     Slope assemblage - as defined by Region I.","Rockfish        ",2023-01-14 08:00:24,NA
"326","145","rockfish, yelloweye (red snapper)","Sebastes ruberrimus","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"YEYE",NA,"Rockfish        ",2023-01-14 08:00:24,"166740"
"327","146","rockfish, canary","Sebastes pinniger","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"CNRY",NA,"Rockfish        ",2023-01-14 08:00:24,"166734"
"328","147","rockfish, quillback","Sebastes maliger","AFS Fishes, 5th ed, 1991","1984",NA,"1969",NA,"QLBK",NA,"Rockfish        ",2023-01-14 08:00:24,"166726"
"329","100","groundfish, general","Multiple families",NA,"1975",NA,"1969","1999","UGRN",NA,NA,2023-01-14 08:00:24,NA
"330","101","waste fish (from trawl shrimp fishing)","Multiple families",NA,"1979",NA,"1969","1999",NA,NA,NA,2023-01-14 08:00:24,NA
"331","110","cod, Pacific (gray)","Gadus macrocephalus","AFS Fishes, 5th ed, 1991","1969",NA,"1969",NA,"PCOD",NA,NA,2023-01-14 08:00:24,"164711"
"332","118","flatfish, deep water","dover sole, greenland turbot, deepsea sole",NA,"1990","1999",NA,NA,"DFLT","Established by NMFS - effective 1991/1992.  1991- dover, flathead and rex.  1992 - turbot, dover, rex.",NA,2023-01-14 08:00:24,NA
"333","119","flatfish, shallow water","rock sole, yellowfin sole, starry flounder, butter sole",NA,"1990","1999",NA,NA,"SFLT","Established by NMFS - effective 1991/1992.  All flatfish except halibut, arrowtooth flounder those species identified  in code 118.",NA,2023-01-14 08:00:24,NA
"334","120","flounder, general","family Pleuronectidae","AFS Fishes, 5th ed, 1991","1969",NA,"1969","1999","UFLT",NA,NA,2023-01-14 08:00:24,NA
"335","121","flounder, arrowtooth","Atheresthes stomias","AFS Fishes, 5th ed, 1991","1977",NA,"1977",NA,"ARTH",NA,NA,2023-01-14 08:00:24,"172862"
"336","122","sole, flathead","Hippoglossoides elassodon","AFS Fishes, 5th ed, 1991","1976",NA,"1976",NA,"FSOL",NA,NA,2023-01-14 08:00:24,"172875"
"337","123","sole, rock","Pleuronectes bilineatus","AFS Fishes, 5th ed, 1991","1977",NA,"1977",NA,"RSOL",NA,NA,2023-01-14 08:00:24,NA
"338","460","Salmon, Mixed","Oncorhynchus",NA,"2009",NA,NA,NA,NA,NA,NA,2023-01-14 08:00:24,"161974"
"339","124","sole, dover","Microstomus pacificus","AFS Fishes, 5th ed, 1991","1975",NA,"1975",NA,"DOVR",NA,NA,2023-01-14 08:00:24,"172887"
"340","125","sole, rex","Errex zachirus","AFS Fishes, 5th ed, 1991","1978",NA,"1978",NA,"REX ",NA,NA,2023-01-14 08:00:24,NA
"341","126","sole, butter","Pleuronectes isolepsis","AFS Fishes, 5th ed, 1991","1978",NA,"1978",NA,"BSOL",NA,NA,2023-01-14 08:00:24,NA
"342","127","sole, yellowfin","Pleuronectes aspera","AFS Fishes, 5th ed, 1991","1977",NA,"1977",NA,"YSOL",NA,NA,2023-01-14 08:00:24,NA
"343","128","sole, English","Pleuronectes vetulus","AFS Fishes, 5th ed, 1991","1978",NA,"1978",NA,"EGLS",NA,NA,2023-01-14 08:00:24,NA
"344","129","flounder, starry","Platichthys stellatus","AFS Fishes, 5th ed, 1991","1977",NA,"1977",NA,"STAR",NA,NA,2023-01-14 08:00:24,"172893"
"345","130","lingcod","Ophiodon elongatus","AFS Fishes, 5th ed, 1991","1969",NA,"1969",NA,"LCOD",NA,"Lingcod         ",2023-01-14 08:00:24,"167116"
"346","131","sole, petrale","Eopsetta jordani","AFS Fishes, 5th ed, 1991","1979",NA,"1979",NA,"PTRL",NA,NA,2023-01-14 08:00:24,"172868"
"347","923","crab, golden (brown) king","Lithodes aequispina","AFS Crustaceans, 1989","1976",NA,"1976",NA,"GKCR",NA,NA,2023-01-14 08:00:24,NA
"348","924","crab, scarlet (couesi) king","Lithodes couesi","AFS Crustaceans, 1989","1969",NA,"1996",NA,"SKCR",NA,NA,2023-01-14 08:00:24,"97942"
"349","930","crab, Tanner (general)","genus Chionoecetes","AFS Crustaceans, 1989","1969",NA,"1969",NA,"UTCR",NA,NA,2023-01-14 08:00:24,NA
"350","931","crab, Tanner, bairdi","Chionoecetes bairdi","AFS Crustaceans, 1989","1978",NA,"1978",NA,"BTCR",NA,NA,2023-01-14 08:00:24,"98429"
"351","932","crab, Tanner, snow (opilio)","Chionoecetes opilio","AFS Crustaceans, 1989","1978",NA,"1978",NA,"OTCR",NA,NA,2023-01-14 08:00:24,"98428"
"352","933","crab, Tanner, grooved (tanneri)","Chionoecetes tanneri","AFS Crustaceans, 1989","1990",NA,"1990",NA,NA,NA,NA,2023-01-14 08:00:24,"98431"
"353","934","crab, Tanner, triangle (angulatus)","Chionoecetes angulatus","AFS Crustaceans, 1989","1990",NA,"1990",NA,NA,NA,NA,2023-01-14 08:00:24,"98430"
"354","940","crab, Korean horsehair","Erimacrus isenbeckii","AFS Crustaceans, 1989","1979",NA,"1979",NA,NA,NA,NA,2023-01-14 08:00:24,"98665"
"355","951","crab, multispina","Paralomis multispina","AFS Crustaceans, 1989","1990",NA,"1990",NA,NA,NA,NA,2023-01-14 08:00:24,"97946"
"356","953","crab, verrilli","Paralomis verrilli","AFS Crustaceans, 1989","1990",NA,"1990",NA,NA,NA,NA,2023-01-14 08:00:24,"97947"
"357","960","shrimp, general","family pandalidae","AFS Crustaceans, 1989","1969",NA,"1969",NA,"USRM",NA,NA,2023-01-14 08:00:24,NA
"358","961","shrimp, northern (pink)","Pandalus borealis","AFS Crustaceans, 1989","1976",NA,"1976",NA,"PSHP",NA,NA,2023-01-14 08:00:24,"96967"
"359","962","shrimp, sidestriped","Pandalopsis dispar","AFS Crustaceans, 1989","1976",NA,"1976",NA,NA,NA,NA,2023-01-14 08:00:24,NA
"360","963","shrimp, humpy","Pandalus goniurus","AFS Crustaceans, 1989","1978",NA,"1978",NA,NA,NA,NA,2023-01-14 08:00:24,"96968"
"361","964","shrimp, coonstriped","Pandalus hypsinotus","AFS Crustaceans, 1989","1974",NA,"1974",NA,NA,NA,NA,2023-01-14 08:00:24,"96981"
"362","965","shrimp, spot","Pandalus platyceros","AFS Crustaceans, 1989","1974",NA,"1974",NA,"SPRW",NA,NA,2023-01-14 08:00:24,"96979"
"363","998","Interim Value",NA,NA,"1969",NA,NA,NA,NA,"The code actually originated in 2000",NA,2023-01-14 08:00:24,NA
